year,state-name,sector-name,fuel-name,value
1970,Arkansas,Transportation carbon dioxide emissions,All Fuels,11.580404
1970,Arkansas,Transportation carbon dioxide emissions,Natural Gas,0.714869
1970,Arkansas,Transportation carbon dioxide emissions,Petroleum,10.865536
1970,Arkansas,Commercial carbon dioxide emissions,All Fuels,2.572943
1970,Arkansas,Commercial carbon dioxide emissions,Natural Gas,2.085065
1970,Arkansas,Commercial carbon dioxide emissions,Petroleum,0.487878
1970,Arkansas,Residential carbon dioxide emissions,All Fuels,4.789228
1970,California,Industrial carbon dioxide emissions,Coal,5.398804
1970,California,Industrial carbon dioxide emissions,Petroleum,24.776525
1970,California,Industrial carbon dioxide emissions,Natural Gas,37.971445
1970,California,Industrial carbon dioxide emissions,All Fuels,68.146774
1970,California,Total carbon dioxide emissions from all sectors,All Fuels,294.3722
1970,California,Total carbon dioxide emissions from all sectors,Coal,5.637264
1970,California,Total carbon dioxide emissions from all sectors,Petroleum,171.649062
1970,California,Total carbon dioxide emissions from all sectors,Natural Gas,117.085874
1970,California,Residential carbon dioxide emissions,Coal,0.128968
1970,California,Residential carbon dioxide emissions,Petroleum,1.375131
1970,California,Residential carbon dioxide emissions,Natural Gas,30.877841
1970,California,Residential carbon dioxide emissions,All Fuels,32.38194
1970,California,Commercial carbon dioxide emissions,Coal,0.101312
1970,California,Commercial carbon dioxide emissions,Petroleum,5.501119
1970,California,Commercial carbon dioxide emissions,Natural Gas,11.732372
1970,California,Commercial carbon dioxide emissions,All Fuels,17.334803
1970,California,Transportation carbon dioxide emissions,Coal,0.00818
1970,California,Transportation carbon dioxide emissions,Petroleum,129.757941
1970,California,Transportation carbon dioxide emissions,Natural Gas,0.947467
1970,California,Transportation carbon dioxide emissions,All Fuels,130.713588
1970,California,Electric Power carbon dioxide emissions,Petroleum,10.238345
1970,California,Electric Power carbon dioxide emissions,Natural Gas,35.55675
1970,California,Electric Power carbon dioxide emissions,All Fuels,45.795095
1970,Colorado,Residential carbon dioxide emissions,Coal,0.272341
1970,Colorado,Residential carbon dioxide emissions,Petroleum,0.861224
1970,Colorado,Total carbon dioxide emissions from all sectors,Natural Gas,14.38088
1970,Colorado,Total carbon dioxide emissions from all sectors,Petroleum,17.749772
1970,Colorado,Total carbon dioxide emissions from all sectors,Coal,10.886907
1970,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,43.017559
1970,Colorado,Industrial carbon dioxide emissions,All Fuels,10.848443
1970,Colorado,Industrial carbon dioxide emissions,Natural Gas,4.324524
1970,Colorado,Industrial carbon dioxide emissions,Petroleum,2.70534
1970,Colorado,Industrial carbon dioxide emissions,Coal,3.818579
1970,Colorado,Electric Power carbon dioxide emissions,All Fuels,9.343937
1970,Colorado,Electric Power carbon dioxide emissions,Natural Gas,2.643736
1970,Colorado,Electric Power carbon dioxide emissions,Petroleum,0.123685
1970,Colorado,Electric Power carbon dioxide emissions,Coal,6.576516
1970,Colorado,Transportation carbon dioxide emissions,All Fuels,13.842231
1970,Colorado,Transportation carbon dioxide emissions,Natural Gas,0.096231
1970,Colorado,Transportation carbon dioxide emissions,Petroleum,13.740483
1970,Colorado,Transportation carbon dioxide emissions,Coal,0.005517
1970,Colorado,Commercial carbon dioxide emissions,All Fuels,3.58403
1970,Colorado,Commercial carbon dioxide emissions,Natural Gas,3.051036
1970,Colorado,Commercial carbon dioxide emissions,Petroleum,0.31904
1970,Colorado,Commercial carbon dioxide emissions,Coal,0.213955
1970,Colorado,Residential carbon dioxide emissions,All Fuels,5.398918
1970,Colorado,Residential carbon dioxide emissions,Natural Gas,4.265353
1970,Connecticut,Residential carbon dioxide emissions,Coal,0.053393
1970,Connecticut,Total carbon dioxide emissions from all sectors,Natural Gas,3.228192
1970,Connecticut,Total carbon dioxide emissions from all sectors,Coal,4.619505
1970,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,47.831994
1970,Connecticut,Industrial carbon dioxide emissions,All Fuels,8.857399
1970,Connecticut,Industrial carbon dioxide emissions,Natural Gas,0.756505
1970,Connecticut,Industrial carbon dioxide emissions,Petroleum,7.777142
1970,Connecticut,Industrial carbon dioxide emissions,Coal,0.323752
1970,Connecticut,Electric Power carbon dioxide emissions,All Fuels,14.339579
1970,Connecticut,Electric Power carbon dioxide emissions,Natural Gas,0.0079
1970,Connecticut,Electric Power carbon dioxide emissions,Petroleum,10.13176
1970,Connecticut,Electric Power carbon dioxide emissions,Coal,4.199919
1970,Connecticut,Transportation carbon dioxide emissions,All Fuels,12.991804
1970,Connecticut,Transportation carbon dioxide emissions,Natural Gas,0.002704
1970,Connecticut,Transportation carbon dioxide emissions,Petroleum,12.988625
1970,Connecticut,Transportation carbon dioxide emissions,Coal,0.000476
1970,Connecticut,Commercial carbon dioxide emissions,All Fuels,3.406844
1970,Connecticut,Commercial carbon dioxide emissions,Natural Gas,0.781091
1970,Connecticut,Commercial carbon dioxide emissions,Petroleum,2.583788
1970,Connecticut,Commercial carbon dioxide emissions,Coal,0.041965
1970,Connecticut,Residential carbon dioxide emissions,All Fuels,8.236368
1970,Connecticut,Residential carbon dioxide emissions,Natural Gas,1.679992
1970,Connecticut,Residential carbon dioxide emissions,Petroleum,6.502983
1970,Connecticut,Total carbon dioxide emissions from all sectors,Petroleum,39.984297
1970,Delaware,Total carbon dioxide emissions from all sectors,Petroleum,11.130537
1970,Delaware,Total carbon dioxide emissions from all sectors,Coal,3.541508
1970,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,16.072307
1970,Delaware,Industrial carbon dioxide emissions,All Fuels,4.284446
1970,Delaware,Industrial carbon dioxide emissions,Natural Gas,0.621982
1970,Delaware,Industrial carbon dioxide emissions,Petroleum,3.583442
1970,Delaware,Industrial carbon dioxide emissions,Coal,0.079022
1970,Delaware,Electric Power carbon dioxide emissions,All Fuels,5.267816
1970,Delaware,Electric Power carbon dioxide emissions,Natural Gas,0.202483
1970,Delaware,Electric Power carbon dioxide emissions,Petroleum,1.620803
1970,Delaware,Electric Power carbon dioxide emissions,Coal,3.444529
1970,Delaware,Transportation carbon dioxide emissions,All Fuels,3.590812
1970,Delaware,Transportation carbon dioxide emissions,Petroleum,3.590717
1970,Delaware,Transportation carbon dioxide emissions,Coal,9.50E-05
1970,Delaware,Commercial carbon dioxide emissions,All Fuels,1.380603
1970,Delaware,Commercial carbon dioxide emissions,Natural Gas,0.151637
1970,Delaware,Commercial carbon dioxide emissions,Petroleum,1.221091
1970,Delaware,Commercial carbon dioxide emissions,Coal,0.007874
1970,Delaware,Residential carbon dioxide emissions,All Fuels,1.54863
1970,Delaware,Residential carbon dioxide emissions,Natural Gas,0.42416
1970,Delaware,Total carbon dioxide emissions from all sectors,Natural Gas,1.400262
1970,Delaware,Residential carbon dioxide emissions,Coal,0.009987
1970,Delaware,Residential carbon dioxide emissions,Petroleum,1.114483
1970,District of Columbia,Residential carbon dioxide emissions,Natural Gas,0.748218
1970,District of Columbia,Residential carbon dioxide emissions,All Fuels,1.507377
1970,District of Columbia,Residential carbon dioxide emissions,Coal,0.051664
1970,District of Columbia,Total carbon dioxide emissions from all sectors,Natural Gas,1.398734
1970,District of Columbia,Total carbon dioxide emissions from all sectors,Petroleum,9.543194
1970,District of Columbia,Total carbon dioxide emissions from all sectors,Coal,2.699893
1970,District of Columbia,Total carbon dioxide emissions from all sectors,All Fuels,13.641821
1970,District of Columbia,Industrial carbon dioxide emissions,All Fuels,2.692795
1970,District of Columbia,Industrial carbon dioxide emissions,Natural Gas,0.022759
1970,District of Columbia,Industrial carbon dioxide emissions,Petroleum,1.722061
1970,District of Columbia,Industrial carbon dioxide emissions,Coal,0.947975
1970,District of Columbia,Electric Power carbon dioxide emissions,All Fuels,3.447431
1970,District of Columbia,Electric Power carbon dioxide emissions,Petroleum,1.78932
1970,District of Columbia,Electric Power carbon dioxide emissions,Coal,1.658111
1970,District of Columbia,Transportation carbon dioxide emissions,All Fuels,2.336138
1970,District of Columbia,Transportation carbon dioxide emissions,Natural Gas,0.00106
1970,District of Columbia,Transportation carbon dioxide emissions,Petroleum,2.333555
1970,District of Columbia,Transportation carbon dioxide emissions,Coal,0.001522
1970,District of Columbia,Commercial carbon dioxide emissions,All Fuels,3.65808
1970,District of Columbia,Commercial carbon dioxide emissions,Natural Gas,0.626696
1970,District of Columbia,Commercial carbon dioxide emissions,Petroleum,2.990763
1970,District of Columbia,Commercial carbon dioxide emissions,Coal,0.040621
1970,District of Columbia,Residential carbon dioxide emissions,Petroleum,0.707495
1970,Florida,Total carbon dioxide emissions from all sectors,Natural Gas,18.365616
1970,Florida,Residential carbon dioxide emissions,Natural Gas,0.811471
1970,Florida,Residential carbon dioxide emissions,All Fuels,2.944372
1970,Florida,Commercial carbon dioxide emissions,Petroleum,3.070867
1970,Florida,Commercial carbon dioxide emissions,Natural Gas,1.485461
1970,Florida,Commercial carbon dioxide emissions,All Fuels,4.556328
1970,Florida,Transportation carbon dioxide emissions,Petroleum,42.983169
1970,Florida,Transportation carbon dioxide emissions,Natural Gas,0.240605
1970,Florida,Transportation carbon dioxide emissions,All Fuels,43.223773
1970,Florida,Electric Power carbon dioxide emissions,Coal,11.101628
1970,Florida,Electric Power carbon dioxide emissions,Petroleum,19.981789
1970,Florida,Electric Power carbon dioxide emissions,Natural Gas,10.948683
1970,Florida,Electric Power carbon dioxide emissions,All Fuels,42.0321
1970,Florida,Industrial carbon dioxide emissions,Petroleum,6.718276
1970,Florida,Industrial carbon dioxide emissions,Natural Gas,4.879396
1970,Florida,Industrial carbon dioxide emissions,All Fuels,11.597672
1970,Florida,Total carbon dioxide emissions from all sectors,All Fuels,104.354245
1970,Florida,Total carbon dioxide emissions from all sectors,Coal,11.101628
1970,Florida,Total carbon dioxide emissions from all sectors,Petroleum,74.887001
1970,Florida,Residential carbon dioxide emissions,Petroleum,2.1329
1970,Georgia,Residential carbon dioxide emissions,Coal,0.161426
1970,Georgia,Total carbon dioxide emissions from all sectors,Natural Gas,17.83824
1970,Georgia,Residential carbon dioxide emissions,Natural Gas,4.775352
1970,Georgia,Residential carbon dioxide emissions,All Fuels,5.991696
1970,Georgia,Commercial carbon dioxide emissions,Coal,0.126856
1970,Georgia,Commercial carbon dioxide emissions,Petroleum,0.791708
1970,Georgia,Commercial carbon dioxide emissions,Natural Gas,2.11693
1970,Georgia,Commercial carbon dioxide emissions,All Fuels,3.035494
1970,Georgia,Transportation carbon dioxide emissions,Coal,0.001807
1970,Georgia,Transportation carbon dioxide emissions,Petroleum,28.022679
1970,Georgia,Transportation carbon dioxide emissions,Natural Gas,0.375859
1970,Georgia,Transportation carbon dioxide emissions,All Fuels,28.400345
1970,Georgia,Electric Power carbon dioxide emissions,Coal,16.941872
1970,Georgia,Electric Power carbon dioxide emissions,Petroleum,0.752878
1970,Georgia,Electric Power carbon dioxide emissions,Natural Gas,3.207339
1970,Georgia,Electric Power carbon dioxide emissions,All Fuels,20.902089
1970,Georgia,Industrial carbon dioxide emissions,Coal,1.136681
1970,Georgia,Industrial carbon dioxide emissions,Petroleum,6.698688
1970,Georgia,Industrial carbon dioxide emissions,Natural Gas,7.36276
1970,Georgia,Industrial carbon dioxide emissions,All Fuels,15.198129
1970,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,73.527753
1970,Georgia,Total carbon dioxide emissions from all sectors,Coal,18.368642
1970,Georgia,Total carbon dioxide emissions from all sectors,Petroleum,37.320871
1970,Georgia,Residential carbon dioxide emissions,Petroleum,1.054917
1970,Hawaii,Residential carbon dioxide emissions,All Fuels,0.048509
1970,Hawaii,Commercial carbon dioxide emissions,Petroleum,0.257733
1970,Hawaii,Commercial carbon dioxide emissions,All Fuels,0.257733
1970,Hawaii,Transportation carbon dioxide emissions,Petroleum,8.957424
1970,Hawaii,Transportation carbon dioxide emissions,All Fuels,8.957424
1970,Hawaii,Electric Power carbon dioxide emissions,Petroleum,3.205327
1970,Hawaii,Electric Power carbon dioxide emissions,All Fuels,3.205327
1970,Hawaii,Industrial carbon dioxide emissions,Petroleum,1.462057
1970,Hawaii,Industrial carbon dioxide emissions,All Fuels,1.462057
1970,Hawaii,Total carbon dioxide emissions from all sectors,All Fuels,13.931049
1970,Hawaii,Total carbon dioxide emissions from all sectors,Petroleum,13.931049
1970,Hawaii,Residential carbon dioxide emissions,Petroleum,0.048509
1970,Idaho,Transportation carbon dioxide emissions,Petroleum,4.361334
1970,Idaho,Transportation carbon dioxide emissions,Coal,0.000571
1970,Idaho,Commercial carbon dioxide emissions,All Fuels,0.765736
1970,Idaho,Commercial carbon dioxide emissions,Natural Gas,0.329148
1970,Idaho,Commercial carbon dioxide emissions,Petroleum,0.253747
1970,Idaho,Commercial carbon dioxide emissions,Coal,0.182841
1970,Idaho,Residential carbon dioxide emissions,All Fuels,1.174323
1970,Idaho,Residential carbon dioxide emissions,Natural Gas,0.433757
1970,Idaho,Residential carbon dioxide emissions,Petroleum,0.507885
1970,Idaho,Residential carbon dioxide emissions,Coal,0.232681
1970,Idaho,Total carbon dioxide emissions from all sectors,Natural Gas,2.548421
1970,Idaho,Total carbon dioxide emissions from all sectors,Petroleum,6.944295
1970,Idaho,Total carbon dioxide emissions from all sectors,Coal,0.757068
1970,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,10.249784
1970,Idaho,Industrial carbon dioxide emissions,All Fuels,3.711108
1970,Idaho,Industrial carbon dioxide emissions,Natural Gas,1.5491
1970,Idaho,Industrial carbon dioxide emissions,Petroleum,1.821033
1970,Idaho,Industrial carbon dioxide emissions,Coal,0.340976
1970,Idaho,Electric Power carbon dioxide emissions,All Fuels,0.000296
1970,Idaho,Electric Power carbon dioxide emissions,Petroleum,0.000296
1970,Idaho,Transportation carbon dioxide emissions,Natural Gas,0.236416
1970,Idaho,Transportation carbon dioxide emissions,All Fuels,4.598321
1970,Illinois,Commercial carbon dioxide emissions,Petroleum,5.80841
1970,Illinois,Commercial carbon dioxide emissions,Natural Gas,10.512275
1970,Illinois,Commercial carbon dioxide emissions,All Fuels,18.465324
1970,Illinois,Transportation carbon dioxide emissions,Coal,0.036904
1970,Illinois,Transportation carbon dioxide emissions,Petroleum,53.974171
1970,Illinois,Transportation carbon dioxide emissions,Natural Gas,1.520189
1970,Illinois,Transportation carbon dioxide emissions,All Fuels,55.531264
1970,Illinois,Electric Power carbon dioxide emissions,Coal,57.915935
1970,Illinois,Electric Power carbon dioxide emissions,Petroleum,2.669707
1970,Illinois,Electric Power carbon dioxide emissions,Natural Gas,7.194337
1970,Illinois,Electric Power carbon dioxide emissions,All Fuels,67.779979
1970,Illinois,Industrial carbon dioxide emissions,Coal,24.262376
1970,Illinois,Industrial carbon dioxide emissions,Petroleum,26.983554
1970,Illinois,Industrial carbon dioxide emissions,Natural Gas,19.791293
1970,Illinois,Industrial carbon dioxide emissions,All Fuels,71.037223
1970,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,247.212871
1970,Illinois,Total carbon dioxide emissions from all sectors,Coal,87.08941
1970,Illinois,Total carbon dioxide emissions from all sectors,Petroleum,97.23942
1970,Illinois,Total carbon dioxide emissions from all sectors,Natural Gas,62.88404
1970,Illinois,Residential carbon dioxide emissions,Coal,2.729557
1970,Illinois,Residential carbon dioxide emissions,Petroleum,7.803578
1970,Illinois,Residential carbon dioxide emissions,Natural Gas,23.865946
1970,Illinois,Residential carbon dioxide emissions,All Fuels,34.399081
1970,Illinois,Commercial carbon dioxide emissions,Coal,2.144638
1970,Indiana,Residential carbon dioxide emissions,Coal,0.873585
1970,Indiana,Total carbon dioxide emissions from all sectors,Natural Gas,28.458854
1970,Indiana,Residential carbon dioxide emissions,Natural Gas,8.464696
1970,Indiana,Residential carbon dioxide emissions,All Fuels,15.122409
1970,Indiana,Commercial carbon dioxide emissions,Coal,0.686422
1970,Indiana,Commercial carbon dioxide emissions,Petroleum,1.998332
1970,Indiana,Commercial carbon dioxide emissions,Natural Gas,4.136355
1970,Indiana,Commercial carbon dioxide emissions,All Fuels,6.82111
1970,Indiana,Transportation carbon dioxide emissions,Coal,0.066009
1970,Indiana,Transportation carbon dioxide emissions,Petroleum,26.056978
1970,Indiana,Transportation carbon dioxide emissions,Natural Gas,0.594937
1970,Indiana,Transportation carbon dioxide emissions,All Fuels,26.717924
1970,Indiana,Electric Power carbon dioxide emissions,Coal,47.456037
1970,Indiana,Electric Power carbon dioxide emissions,Petroleum,0.363701
1970,Indiana,Electric Power carbon dioxide emissions,Natural Gas,1.573846
1970,Indiana,Electric Power carbon dioxide emissions,All Fuels,49.393584
1970,Indiana,Industrial carbon dioxide emissions,Coal,45.205716
1970,Indiana,Industrial carbon dioxide emissions,Petroleum,14.98244
1970,Indiana,Industrial carbon dioxide emissions,Natural Gas,13.68902
1970,Indiana,Industrial carbon dioxide emissions,All Fuels,73.877176
1970,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,171.932203
1970,Indiana,Total carbon dioxide emissions from all sectors,Coal,94.287769
1970,Indiana,Total carbon dioxide emissions from all sectors,Petroleum,49.18558
1970,Indiana,Residential carbon dioxide emissions,Petroleum,5.784128
1970,Iowa,Transportation carbon dioxide emissions,Petroleum,13.617166
1970,Iowa,Transportation carbon dioxide emissions,Natural Gas,0.978961
1970,Iowa,Commercial carbon dioxide emissions,All Fuels,3.934632
1970,Iowa,Commercial carbon dioxide emissions,Natural Gas,3.063549
1970,Iowa,Commercial carbon dioxide emissions,Petroleum,0.717051
1970,Iowa,Commercial carbon dioxide emissions,Coal,0.154032
1970,Iowa,Residential carbon dioxide emissions,All Fuels,8.185543
1970,Iowa,Residential carbon dioxide emissions,Natural Gas,5.147447
1970,Iowa,Residential carbon dioxide emissions,Petroleum,2.842099
1970,Iowa,Residential carbon dioxide emissions,Coal,0.195997
1970,Iowa,Total carbon dioxide emissions from all sectors,Natural Gas,18.419477
1970,Iowa,Total carbon dioxide emissions from all sectors,Petroleum,22.625613
1970,Iowa,Total carbon dioxide emissions from all sectors,Coal,12.429866
1970,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,53.474956
1970,Iowa,Industrial carbon dioxide emissions,All Fuels,14.413416
1970,Iowa,Industrial carbon dioxide emissions,Natural Gas,5.061565
1970,Iowa,Industrial carbon dioxide emissions,Petroleum,5.285503
1970,Iowa,Industrial carbon dioxide emissions,Coal,4.066348
1970,Iowa,Electric Power carbon dioxide emissions,All Fuels,12.338769
1970,Iowa,Electric Power carbon dioxide emissions,Natural Gas,4.167955
1970,Iowa,Electric Power carbon dioxide emissions,Petroleum,0.163793
1970,Iowa,Electric Power carbon dioxide emissions,Coal,8.007021
1970,Iowa,Transportation carbon dioxide emissions,All Fuels,14.602595
1970,Iowa,Transportation carbon dioxide emissions,Coal,0.006468
1970,Kansas,Electric Power carbon dioxide emissions,Coal,0.789155
1970,Kansas,Residential carbon dioxide emissions,All Fuels,6.452034
1970,Kansas,Electric Power carbon dioxide emissions,Natural Gas,8.883448
1970,Kansas,Electric Power carbon dioxide emissions,All Fuels,9.929615
1970,Kansas,Industrial carbon dioxide emissions,Coal,0.207065
1970,Kansas,Industrial carbon dioxide emissions,Petroleum,5.564708
1970,Kansas,Industrial carbon dioxide emissions,Natural Gas,9.332563
1970,Kansas,Industrial carbon dioxide emissions,All Fuels,15.104336
1970,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,51.078609
1970,Kansas,Total carbon dioxide emissions from all sectors,Coal,1.01696
1970,Kansas,Total carbon dioxide emissions from all sectors,Petroleum,20.028965
1970,Kansas,Total carbon dioxide emissions from all sectors,Natural Gas,30.032685
1970,Kansas,Commercial carbon dioxide emissions,Coal,0.009027
1970,Kansas,Commercial carbon dioxide emissions,Petroleum,0.310633
1970,Kansas,Commercial carbon dioxide emissions,Natural Gas,2.784982
1970,Kansas,Commercial carbon dioxide emissions,All Fuels,3.104641
1970,Kansas,Transportation carbon dioxide emissions,Coal,0.000285
1970,Kansas,Transportation carbon dioxide emissions,Petroleum,12.605414
1970,Kansas,Transportation carbon dioxide emissions,Natural Gas,3.882283
1970,Kansas,Transportation carbon dioxide emissions,All Fuels,16.487983
1970,Kansas,Electric Power carbon dioxide emissions,Petroleum,0.257011
1970,Kansas,Residential carbon dioxide emissions,Natural Gas,5.149408
1970,Kansas,Residential carbon dioxide emissions,Petroleum,1.291198
1970,Kansas,Residential carbon dioxide emissions,Coal,0.011428
1970,Kentucky,Commercial carbon dioxide emissions,Coal,0.52394
1970,Kentucky,Residential carbon dioxide emissions,Coal,0.666736
1970,Kentucky,Commercial carbon dioxide emissions,Natural Gas,2.289563
1970,Kentucky,Commercial carbon dioxide emissions,All Fuels,3.578155
1970,Kentucky,Transportation carbon dioxide emissions,Coal,0.015123
1970,Kentucky,Transportation carbon dioxide emissions,Petroleum,16.008973
1970,Kentucky,Transportation carbon dioxide emissions,Natural Gas,1.927171
1970,Kentucky,Transportation carbon dioxide emissions,All Fuels,17.951267
1970,Kentucky,Electric Power carbon dioxide emissions,Coal,38.861691
1970,Kentucky,Electric Power carbon dioxide emissions,Petroleum,0.058624
1970,Kentucky,Electric Power carbon dioxide emissions,Natural Gas,0.460108
1970,Kentucky,Electric Power carbon dioxide emissions,All Fuels,39.380423
1970,Kentucky,Industrial carbon dioxide emissions,Coal,9.862625
1970,Kentucky,Industrial carbon dioxide emissions,Petroleum,4.483636
1970,Kentucky,Industrial carbon dioxide emissions,Natural Gas,3.857949
1970,Kentucky,Industrial carbon dioxide emissions,All Fuels,18.20421
1970,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,86.301182
1970,Kentucky,Total carbon dioxide emissions from all sectors,Coal,49.930115
1970,Kentucky,Total carbon dioxide emissions from all sectors,Petroleum,23.173539
1970,Kentucky,Total carbon dioxide emissions from all sectors,Natural Gas,13.197528
1970,Kentucky,Residential carbon dioxide emissions,All Fuels,7.187128
1970,Kentucky,Residential carbon dioxide emissions,Natural Gas,4.662738
1970,Kentucky,Residential carbon dioxide emissions,Petroleum,1.857654
1970,Kentucky,Commercial carbon dioxide emissions,Petroleum,0.764652
1970,Louisiana,Total carbon dioxide emissions from all sectors,Natural Gas,97.356006
1970,Louisiana,Residential carbon dioxide emissions,Natural Gas,4.700011
1970,Louisiana,Residential carbon dioxide emissions,All Fuels,5.264369
